uuid, score, group,lsat,gender,race1,z,id,quality,score,group
7ce1f474-9e4a-48c2-ac2f-29d715c6a302,1.0,0,,,,,,,,
fd295b27-4179-402b-a39a-078c8602f298,0.972972972972973,1,,,,,,,,
c9d09cfd-949c-4e49-9c0a-efcba8956be4,1.0,0,,,,,,,,
43860056-3e23-4a4a-9281-243282e2ffc1,0.972972972972973,1,,,,,,,,
a3035d63-a3ce-4eda-97dc-24015f6d2796,1.0,0,,,,,,,,
b688bec1-0e8a-4392-91ac-34bdd32e28cc,0.972972972972973,1,,,,,,,,
cf09bc49-1315-4e8f-955d-cbdef9c9987e,1.0,0,,,,,,,,
62b95aa0-f7ac-4a61-9a01-bf43a7c68a5d,1.0,0,,,,,,,,
17480a6c-5e73-4197-9258-e0cc2503e110,0.972972972972973,1,,,,,,,,
332c2460-3345-46be-a798-38f764c8084b,1.0,0,,,,,,,,
15f75a11-643e-4d74-98d0-6ddc2e4ea552,0.972972972972973,1,,,,,,,,
4101bcbb-a28a-48e8-9588-3ed88bb88832,1.0,0,,,,,,,,
9cfe098d-6c61-40eb-b466-ce1edbe744f2,0.972972972972973,1,,,,,,,,
0fb52775-2891-457b-aaf6-a714aa358c1d,1.0,0,,,,,,,,
aaed4694-e90f-424b-9574-c5b482e20129,0.972972972972973,1,,,,,,,,
5a93a544-3d27-4a60-b903-6d66da62d5cf,1.0,0,,,,,,,,
ad5f4a10-f4f8-42b7-abe7-07d09cd97047,0.972972972972973,1,,,,,,,,
bfa850e4-f932-4a31-a065-ebd8ca71482b,1.0,0,,,,,,,,
43437022-13a7-49c7-a994-18ec9adac3b0,0.972972972972973,1,,,,,,,,
f7fd0f4d-98e7-4da9-88d5-f88470116741,1.0,0,,,,,,,,
8eb1e2ff-9932-4d8a-9512-17a0a53b6487,0.972972972972973,1,,,,,,,,
5128fde5-88bd-4f79-9e20-c3640fa01963,1.0,0,,,,,,,,
951829eb-a949-4c79-b8fb-cb9aaed52a40,0.972972972972973,1,,,,,,,,
fba1e4e2-e8a0-40ce-bf87-aa456a847129,1.0,0,,,,,,,,
822de7a3-be26-4b87-b6a3-1b826497ff03,1.0,0,,,,,,,,
c4ac22d3-40cd-49e3-9613-1ff41e164e2f,0.972972972972973,1,,,,,,,,
300a60ea-c6b3-498c-ba50-123720560de4,1.0,0,,,,,,,,
85a77d7f-b23f-4417-9da3-d9bbe9829480,0.972972972972973,1,,,,,,,,
18b70fd2-7fef-48fa-84c5-5adf4e6c7522,1.0,0,,,,,,,,
1c93c35a-ed1e-4f29-a637-efe126c34cef,0.972972972972973,1,,,,,,,,
15eeaa0d-3051-4731-b3c3-7a93f71e4de4,1.0,0,,,,,,,,
6d91295d-38a2-439c-96c1-7a950e046029,0.972972972972973,1,,,,,,,,
b0ce34e6-3a45-4a3a-acec-160e66fa5582,1.0,0,,,,,,,,
5ddb2780-0e41-4d4e-9a5e-a0ee8feb7ce0,0.972972972972973,1,,,,,,,,
026d1dc0-ba1a-4ac0-b5ca-6af5b835a842,1.0,0,,,,,,,,
12511883-ab7b-49c0-a35a-55f2c1d30a84,0.972972972972973,1,,,,,,,,
e7d8e3a8-b3e6-42c1-8b36-22fddfc49890,1.0,0,,,,,,,,
2952d3ed-74e9-41db-b479-bde73d8c5439,0.972972972972973,1,,,,,,,,
8baea710-b682-42cb-a806-b4fc42a46e9b,1.0,0,,,,,,,,
83b4d510-274a-48b7-baa6-b3040c2380ea,0.972972972972973,1,,,,,,,,
a85a441d-7203-43c9-902e-279bba17ea6e,1.0,0,,,,,,,,
6a773f99-c8ff-423d-838a-b84340d8a3b4,1.0,0,,,,,,,,
02779078-9aa9-431c-a9b7-f16d1f1072a9,0.972972972972973,1,,,,,,,,
84e03b37-71e8-4da6-94e0-930747aebc2f,1.0,0,,,,,,,,
906cced6-52ae-4c1c-ad6e-d350143c5b30,0.972972972972973,1,,,,,,,,
48e41d0a-b351-4663-94a9-ca6802abe431,1.0,0,,,,,,,,
c43ea1b8-6d86-43e8-9e53-6cafd723002c,0.972972972972973,1,,,,,,,,
d0fa9ab1-b10e-40d4-8a9c-380727a27c14,1.0,0,,,,,,,,
6d79f30f-4519-48ef-88db-897b7f57d6c6,0.972972972972973,1,,,,,,,,
a8232d0f-6713-4b87-8126-77eb806ded22,1.0,0,,,,,,,,
6797f1f3-956a-40b8-848a-d2c4f3c46476,0.972972972972973,1,,,,,,,,
ff0ad349-3e6d-4072-bc1d-4d24db9a1620,1.0,0,,,,,,,,
0fb2b312-d767-42a8-82db-99e5dfc35c08,0.972972972972973,1,,,,,,,,
3228fdc3-12a8-4982-a8bf-73353eb3bf51,1.0,0,,,,,,,,
44a8bd6d-8829-480d-bc04-6b835ccd16ae,0.972972972972973,1,,,,,,,,
27161d35-563d-4c0b-a1b1-019ef39a8e3c,1.0,0,,,,,,,,
6e20109b-f302-4c1d-9227-feb19edf846d,1.0,0,,,,,,,,
35607997-e93e-4b12-8d66-c11e16eccf3e,0.972972972972973,1,,,,,,,,
e309d354-f454-4861-87da-2379a8e25acc,1.0,0,,,,,,,,
f50183e5-53ec-4711-8ffe-746b8f826794,0.972972972972973,1,,,,,,,,
e3fdd327-537d-47b3-b821-51d5a91ae68b,1.0,0,,,,,,,,
a2b7f060-eb7b-4071-9541-95bd091e14cc,0.972972972972973,1,,,,,,,,
0d82f987-a318-4c12-865d-ef63b0cf6ceb,1.0,0,,,,,,,,
074a57be-f83e-4871-8ca9-1463082189f6,0.972972972972973,1,,,,,,,,
0793448a-3058-49e1-97a4-4dc28936dd2c,1.0,0,,,,,,,,
4f6aa84b-0095-467c-87a8-32adb5f9b8f5,0.972972972972973,1,,,,,,,,
5f0dee2f-5a1a-4cac-8e94-ea7da90912dc,1.0,0,,,,,,,,
f4402542-e8ce-4ecc-8c62-e65c9c769e60,0.972972972972973,1,,,,,,,,
2733f7c5-e8b4-437d-93b3-0fe8e3ff02b9,1.0,0,,,,,,,,
149503bd-06ec-48ff-9955-dc1d9df14e6a,0.972972972972973,1,,,,,,,,
dd903315-9ae2-469a-86d6-2f7aad980020,1.0,0,,,,,,,,
ef0d8f1e-465f-4731-a968-73e62f1cf03c,0.972972972972973,1,,,,,,,,
bb65cfdc-bc07-414f-b049-6f68f1a4601b,1.0,0,,,,,,,,
6b5b87af-1ac5-4b42-87af-87f50fa22801,0.945945945945946,1,,,,,,,,
ead5bcbb-3e2d-4d00-b406-f0d4c757e53e,1.0,0,,,,,,,,
02887083-3864-4c16-98dd-3c1ec9cb9c97,1.0,0,,,,,,,,
8d96c8d8-a75e-49fa-a43d-d8adcf918fcc,0.945945945945946,1,,,,,,,,
ba08b53e-eb86-4f4e-8441-f40f0e2f8a98,1.0,0,,,,,,,,
55345441-f888-43e6-816d-a9b31c43a1c3,0.945945945945946,1,,,,,,,,
4e32d96a-7343-4084-be76-05c0fc4e4c9a,1.0,0,,,,,,,,
c7816ba1-3ec6-4546-9161-1b563d07bfb3,0.945945945945946,1,,,,,,,,
ed117b10-bb96-4289-816e-d7428c7b0303,1.0,0,,,,,,,,
4495e95b-6689-48f6-bb33-4407b2c8403e,0.945945945945946,1,,,,,,,,
ba95d168-3b8b-47ad-9013-e71d5b242a87,1.0,0,,,,,,,,
913a181a-e75c-4509-85a4-903dcec6454d,0.945945945945946,1,,,,,,,,
4b42dcae-426b-4408-a2e3-337867dc99de,1.0,0,,,,,,,,
6d9feaa4-ba56-4b49-92ea-b846eae3bf9e,0.945945945945946,1,,,,,,,,
4f6f9dea-eae5-4706-842e-f7f8cead12e9,1.0,0,,,,,,,,
d58cd577-998c-4945-a342-113924025722,0.945945945945946,1,,,,,,,,
64db7dac-ee83-4985-99ed-f682752e0e78,1.0,0,,,,,,,,
99de6d84-0e03-475c-91e2-29724f324e29,0.945945945945946,1,,,,,,,,
219ed628-f30d-4bd8-8347-86da2afaa48f,1.0,0,,,,,,,,
7b76dc28-c10a-409a-be21-f6c69f077561,1.0,0,,,,,,,,
3ca48e70-cdf0-4a78-9832-c0778922ae3d,0.945945945945946,1,,,,,,,,
ceae69b7-3e06-4580-919b-5dae8dac7719,1.0,0,,,,,,,,
2e371b83-93ef-4a29-a86e-1ed618e96221,0.945945945945946,1,,,,,,,,
3e8b15d4-4754-4ed4-abd5-dbab0fd25d36,1.0,0,,,,,,,,
cae27c1a-638a-4fa9-bb24-e1201ea86395,0.945945945945946,1,,,,,,,,
b3d8d947-e986-4641-bc58-db9f27ed2c38,1.0,0,,,,,,,,
7522e037-fd67-4136-a67d-3319a190d7a8,0.945945945945946,1,,,,,,,,
5e253e3f-6148-4b59-94b9-5259299a5e16,1.0,0,,,,,,,,
082268b3-1eba-4ed1-b469-046a2ed0223f,0.945945945945946,1,,,,,,,,
96c77033-c736-4d4e-b2cf-82d4a2df2d24,1.0,0,,,,,,,,
e30cfc9e-48dd-43d4-87ef-5c8c90286030,0.945945945945946,1,,,,,,,,
1cf3b1a6-2bbc-48a4-9801-532ecc242c4f,1.0,0,,,,,,,,
d9c54ceb-984b-4da8-bd9e-a6c926245232,0.945945945945946,1,,,,,,,,
9e3c65df-88d4-4a7a-8c37-c2a5ea4932d4,1.0,0,,,,,,,,
aff33ed8-e838-4f16-8529-e45fae88bc45,0.945945945945946,1,,,,,,,,
1ac6eac8-af9b-4c49-acc3-2a90f91f6fcc,1.0,0,,,,,,,,
b459ef62-a7dd-48f8-8059-d40fa845913b,1.0,0,,,,,,,,
7c45bf2c-8d56-4c43-b7cd-4944aa9cb47d,0.945945945945946,1,,,,,,,,
aade3909-feac-4ba3-80ea-fec870b83b88,1.0,0,,,,,,,,
506c4539-74b0-46ab-a4da-7ee366de6870,0.945945945945946,1,,,,,,,,
48327aea-228f-44b4-84f8-e8d001462727,0.972972972972973,0,,,,,,,,
4d039cd9-50a9-4bcc-95a9-1e502998180c,0.945945945945946,1,,,,,,,,
e0c17ef3-8898-408f-a0c7-44b5ecd6f7e7,0.972972972972973,0,,,,,,,,
dbf1b388-4568-4c84-a99d-699f6592ce26,0.945945945945946,1,,,,,,,,
17cc2f86-967b-46f2-959a-31ac79c57adb,0.972972972972973,0,,,,,,,,
2624d3a3-b0b5-4ddf-859d-8831578d9f8f,0.945945945945946,1,,,,,,,,
195c0613-b7a2-4bd4-b578-48cfbea06497,0.972972972972973,0,,,,,,,,
6ce686cb-8a73-4c0d-8f08-99a30106bd1a,0.945945945945946,1,,,,,,,,
05ec02f4-03fd-4f5d-9cd0-c42b28794c2b,0.972972972972973,0,,,,,,,,
b8f9fa2a-634a-45ed-b603-d81f85ce5564,0.945945945945946,1,,,,,,,,
9fa84206-000b-4dc6-a8a1-0932b1fd984d,0.972972972972973,0,,,,,,,,
a49895ef-44d7-43f8-8d58-bcbadda14483,0.945945945945946,1,,,,,,,,
7b6a1acd-cdcd-4272-8b0d-cf4798fe55df,0.972972972972973,0,,,,,,,,
34d2c496-3b40-4e32-a526-de4c0b5cf391,0.945945945945946,1,,,,,,,,
d7e16f3b-c906-4b6b-98e8-182de5104c1c,0.972972972972973,0,,,,,,,,
9cbdb6d0-4346-4da8-9bc0-ed22b1bdcda4,0.972972972972973,0,,,,,,,,
9d942818-ff58-474a-8f7c-088bc85c33f4,0.945945945945946,1,,,,,,,,
49d7ab01-3e10-41f8-87fe-bb86d7e60e79,0.972972972972973,0,,,,,,,,
d7dd5565-710c-4a68-8ebf-799e21ea13b5,0.945945945945946,1,,,,,,,,
fcf193b9-ddf5-4e7f-89e5-1f2a563f32c1,0.972972972972973,0,,,,,,,,
61c2c5e7-e562-42c4-aa39-c850815321e7,0.945945945945946,1,,,,,,,,
bbcf0834-bcf6-4014-a2e7-77524360f25e,0.972972972972973,0,,,,,,,,
ac23bc9e-a5a9-493e-884d-667fd4b9ebf4,0.945945945945946,1,,,,,,,,
ba01cb47-f352-4dd9-8e6a-2fda2f7454a2,0.972972972972973,0,,,,,,,,
735ee650-19ff-4d1d-94b9-bb73cf2dafef,0.945945945945946,1,,,,,,,,
8dc50c96-6051-4231-a599-e4419fffb2cb,0.972972972972973,0,,,,,,,,
7d252a78-07c2-487d-93f4-c92258e5b14e,0.945945945945946,1,,,,,,,,
cb05be65-8e72-4207-861c-631fd8ff3cc0,0.972972972972973,0,,,,,,,,
c357db81-afa9-4c82-a6e2-04b09b97665d,0.945945945945946,1,,,,,,,,
dcd7c4a4-f617-44a6-b00e-19968240d407,0.972972972972973,0,,,,,,,,
6e6a4537-024d-44de-9704-6d6b4b859a05,0.945945945945946,1,,,,,,,,
18f2f4b7-f073-4d12-914b-139c0ecd438a,0.972972972972973,0,,,,,,,,
4239988b-b532-4566-ba27-3ba61c8a2f96,0.972972972972973,0,,,,,,,,
fc8b0ad2-34ef-4a61-98f2-f8741598a5ae,0.945945945945946,1,,,,,,,,
728c8394-906a-4648-84cd-427d77d2725f,0.972972972972973,0,,,,,,,,
ac5d55b9-7fbb-4da1-8248-604ec7de5726,0.945945945945946,1,,,,,,,,
c5888286-95a9-49ad-8148-e76b5d630f37,0.972972972972973,0,,,,,,,,
5d468294-af9a-43c6-a41d-476b0256e13e,0.945945945945946,1,,,,,,,,
2573dc84-0147-4936-8710-66b4b168e81e,0.972972972972973,0,,,,,,,,
9d9d33f0-6b05-41e1-b80a-253c720da750,0.945945945945946,1,,,,,,,,
f6d9d52a-bdd1-4206-9809-fa94b4b8bfb4,0.972972972972973,0,,,,,,,,
073e774d-5f02-4a89-bd55-696e1b752ce4,0.945945945945946,1,,,,,,,,
1fb1e11b-3f2c-41d2-992d-07b166612278,0.972972972972973,0,,,,,,,,
bad3d7e7-d1ae-4537-a8f5-2a7e6d2548cc,0.945945945945946,1,,,,,,,,
7dac8a53-a147-4676-8dc1-2d310c264ce1,0.972972972972973,0,,,,,,,,
2f733c4a-9e07-4508-94e8-a080c099873d,0.945945945945946,1,,,,,,,,
6db73d79-50c2-442a-af44-ad118abb516c,0.972972972972973,0,,,,,,,,
e7ed296e-cfd9-4424-aa3c-b8cc6d03dd0b,0.945945945945946,1,,,,,,,,
d5504888-3067-438d-9160-ef87c92c4146,0.972972972972973,0,,,,,,,,
ecf708ae-512f-4a57-beef-c18696fdbf61,0.945945945945946,1,,,,,,,,
a828b667-4dcc-456d-a8ae-7b5878c01e7c,0.972972972972973,0,,,,,,,,
a17405ac-266a-41db-9169-3b0c3a6cd76e,0.972972972972973,0,,,,,,,,
6412b8b9-ec03-41fe-bea9-dff49a0e0b4a,0.945945945945946,1,,,,,,,,
bc6d83e2-1fad-40e5-9a6d-22994c2b52e5,0.972972972972973,0,,,,,,,,
be1744d8-177f-4fe3-a1a9-d57149cbe61e,0.945945945945946,1,,,,,,,,
89457ee5-6a28-417b-aeb0-4993e7c9f5f4,0.972972972972973,0,,,,,,,,
9bd0a0e1-dc99-4a81-92e7-45014d279fe3,0.945945945945946,1,,,,,,,,
4364b7c0-be7f-4d72-867e-3194d99aa11e,0.972972972972973,0,,,,,,,,
c2976313-17cc-41f9-9c53-18d5c325387d,0.945945945945946,1,,,,,,,,
79684191-343e-416c-b7c0-4d3159e50b6c,0.972972972972973,0,,,,,,,,
bfbcccfe-e7ed-4d81-96fd-537d12fd8928,0.945945945945946,1,,,,,,,,
347b9abe-69c2-4104-82a5-bdb248ae8e90,0.972972972972973,0,,,,,,,,
5d189ffd-16bc-4de7-9def-66a8fa331ad9,0.945945945945946,1,,,,,,,,
d17ffc5e-da87-4543-b2e7-d2737ca11e78,0.972972972972973,0,,,,,,,,
94d8883f-482b-4fee-9291-fc10586afca3,0.945945945945946,1,,,,,,,,
1b806611-36da-4474-92c7-1172bac7f197,0.972972972972973,0,,,,,,,,
2074e428-4197-4eb3-b35c-7f0f5dd3749a,0.945945945945946,1,,,,,,,,
41e996f3-7df2-4559-ba38-df46da789843,0.972972972972973,0,,,,,,,,
20fe69ba-3cc0-40b3-9128-8d9bdb8f3aa8,0.945945945945946,1,,,,,,,,
df1339df-5681-4a90-8649-85ac19dc4fcd,0.972972972972973,0,,,,,,,,
83a01e51-7bee-457f-8af2-3b18e0b1ef2a,0.945945945945946,1,,,,,,,,
db46d90d-0d4b-4539-b5e6-aea142af8773,0.972972972972973,0,,,,,,,,
a4232330-0271-4fb7-9d36-517c91a65006,0.972972972972973,0,,,,,,,,
e0c4e939-f8e3-45a7-9cb3-6ac76048ef1b,0.945945945945946,1,,,,,,,,
e572dbc5-b692-4a00-8a92-55323a2c870d,0.972972972972973,0,,,,,,,,
f64f5e12-af6d-4775-8f3e-ec9fd2d2def1,0.945945945945946,1,,,,,,,,
a6036592-cbdc-4361-8419-ae352dd74c1c,0.972972972972973,0,,,,,,,,
d494394d-5f11-46a4-b25d-86f129c72ab1,0.945945945945946,1,,,,,,,,
96bfcaa4-b6a3-40be-9dea-d23187729557,0.972972972972973,0,,,,,,,,
18226033-1243-4729-8d21-b387540333c5,0.945945945945946,1,,,,,,,,
6ecbb9ba-166f-4acc-b800-1664448fbca7,0.972972972972973,0,,,,,,,,
ada39fe4-366c-4bef-b0ea-4829ca7954e6,0.945945945945946,1,,,,,,,,
97331869-1df4-43da-baf3-f13e3a6a5a0b,0.972972972972973,0,,,,,,,,
9adf4ea3-c629-40ae-8060-39fb3e52c91b,0.945945945945946,1,,,,,,,,
9b86f1a2-1bd0-424c-9f99-52468783c963,0.972972972972973,0,,,,,,,,
10df6975-e0fc-4f83-b45b-1a159997db9b,0.945945945945946,1,,,,,,,,
e08d0d98-5824-4aa0-be25-cc351ab500bc,0.972972972972973,0,,,,,,,,
4152e05f-7a27-4841-bbc0-bb814f59b3ae,0.945945945945946,1,,,,,,,,
065e1097-a761-4f43-ac48-a477ee7163b9,0.972972972972973,0,,,,,,,,
d9546f77-a750-49ac-8be6-4378f1298ab8,0.945945945945946,1,,,,,,,,
28978a65-656b-4b28-96f2-a16fd2eff31e,0.972972972972973,0,,,,,,,,
cedbda9b-3544-4f3f-bc08-11c95de41d3c,0.972972972972973,0,,,,,,,,
bbb74c00-d6a9-41ac-8bf8-129803a2d26a,0.945945945945946,1,,,,,,,,
e5431b3d-df4b-4cc8-bbc0-26436face911,0.972972972972973,0,,,,,,,,
ce0b845f-cf25-4588-8742-784c6ef910cf,0.945945945945946,1,,,,,,,,
7eabaa2d-6d37-4486-92e9-3c7498299064,0.972972972972973,0,,,,,,,,
1a926cbb-c05e-4f23-9a8b-580ae2a921e5,0.945945945945946,1,,,,,,,,
1c5895ad-92c6-46e7-9a70-c2ddbb6d7a70,0.972972972972973,0,,,,,,,,
0c1041a4-6e47-411d-a1c9-a65b85a39bf2,0.945945945945946,1,,,,,,,,
d35b0518-4b4e-476b-a520-2241da215191,0.972972972972973,0,,,,,,,,
8ce06ad5-47ad-4a0e-b1b9-af60fdf23c30,0.945945945945946,1,,,,,,,,
ceeacd8e-dc6f-4d05-a44d-c157477fb901,0.972972972972973,0,,,,,,,,
e228763e-d53e-4a0d-8bbb-f957ea5febc0,0.945945945945946,1,,,,,,,,
3762666e-8f40-4d41-9865-ee54b217d708,0.972972972972973,0,,,,,,,,
bc730948-fba2-439c-89cb-6f2c50363d33,0.945945945945946,1,,,,,,,,
64c5bdb9-a06e-4cc0-819f-98d99d5fe63f,0.972972972972973,0,,,,,,,,
00fb7c53-4068-48ed-a6d6-33ebcdc6e913,0.945945945945946,1,,,,,,,,
0f4bdcdb-5e7f-4cc0-a41f-27b4525a6444,0.972972972972973,0,,,,,,,,
8c09ff61-4054-408f-9d5f-8766450b0677,0.945945945945946,1,,,,,,,,
da35a6d0-6872-4890-8b53-b648ce17390b,0.972972972972973,0,,,,,,,,
323b3aa6-b048-4f7c-bce0-e6396ed26bdc,0.972972972972973,0,,,,,,,,
1952d7bf-dd39-44e9-9511-d2dc0a5b1433,0.945945945945946,1,,,,,,,,
002dcfbc-d3a1-490e-a328-2b17169f9e58,0.972972972972973,0,,,,,,,,
ace8ee08-7cc9-46a0-a482-e9f4273fcbdc,0.945945945945946,1,,,,,,,,
a0210e8d-165f-4e46-b525-883627bdfcdb,0.972972972972973,0,,,,,,,,
dcfd1c5d-854c-46bf-b600-e43579864822,0.945945945945946,1,,,,,,,,
7e1f9e60-3505-4682-a889-8eed3ad11987,0.972972972972973,0,,,,,,,,
f78171bb-8e47-43e3-bbca-f195e75799de,0.945945945945946,1,,,,,,,,
f4706497-5024-4ee7-bab8-9218f5bd94a6,0.972972972972973,0,,,,,,,,
4a2ce031-c66b-4bd7-a6de-e76117ce74e4,0.945945945945946,1,,,,,,,,
8852cae9-4186-426c-a2cd-ea2f40a2621c,0.972972972972973,0,,,,,,,,
cca57516-70e3-4139-857f-34c5e59b295a,0.945945945945946,1,,,,,,,,
83adbecb-04d1-4f60-9b6c-c5f5a368bb23,0.972972972972973,0,,,,,,,,
7c9bed8f-272d-44bf-b2a4-2a7e556c5069,0.945945945945946,1,,,,,,,,
8805c719-a98b-48c1-848a-41624ed14c16,0.972972972972973,0,,,,,,,,
c777c23b-fdf5-4858-9278-2673a8f7ca9f,0.945945945945946,1,,,,,,,,
ee990efb-c293-425e-b245-42ea67267488,0.972972972972973,0,,,,,,,,
fb2073c6-5e6a-46b3-85a0-86c494a19472,0.945945945945946,1,,,,,,,,
d60c688b-bace-4351-8d42-412c15f1de0a,0.972972972972973,0,,,,,,,,
a9acb83e-5a24-4092-826d-c850fabecbcb,0.945945945945946,1,,,,,,,,
1bead75b-ecf6-42af-a953-ed9e36552fad,0.972972972972973,0,,,,,,,,
b90bfdab-adbd-4a65-8854-dd35aa193ffe,0.972972972972973,0,,,,,,,,
ad945478-fa6e-4f74-8cfa-06db28b93677,0.945945945945946,1,,,,,,,,
91134bc4-f0d2-4b6d-9058-b0e4231ee03d,0.972972972972973,0,,,,,,,,
6bda96ab-8a2a-4a47-a89f-700e0a7d2d03,0.945945945945946,1,,,,,,,,
85ffd5b6-1d61-4f75-a70d-06b966b2573c,0.972972972972973,0,,,,,,,,
ffae4804-25d0-4faa-8d35-efe38a3114c7,0.945945945945946,1,,,,,,,,
a3d3071e-ea5a-49fe-880f-17e20b6875dc,0.972972972972973,0,,,,,,,,
74a14057-1121-4ca6-9ef6-74981483f293,0.945945945945946,1,,,,,,,,
a3ef6789-07dd-44ca-b097-0719eee0c24d,0.972972972972973,0,,,,,,,,
24a66053-7c72-4d37-b7a7-437f25508a0c,0.945945945945946,1,,,,,,,,
82aa5eb5-b82f-40f3-92d4-ec8863698cb5,0.972972972972973,0,,,,,,,,
3ff67a5f-c502-4e87-90ee-7ab196b84999,0.945945945945946,1,,,,,,,,
21bbff4c-d8f5-4360-8f16-ff0c80648b28,0.972972972972973,0,,,,,,,,
e519404e-3990-4b39-ba50-305a115342e0,0.945945945945946,1,,,,,,,,
d5891c22-fe32-4f5b-adbe-5718474162b7,0.972972972972973,0,,,,,,,,
3e31b434-0f19-48a3-ae03-7872950ee726,0.945945945945946,1,,,,,,,,
b0e396c2-05bc-4068-a9c3-20b3a6924911,0.972972972972973,0,,,,,,,,
d0e9f77d-ff16-4a0f-9b7b-34cc01921812,0.945945945945946,1,,,,,,,,
24c9615d-08ff-45f1-9dc2-92a25b2c8706,0.972972972972973,0,,,,,,,,
5f5c09ad-3702-4c39-ba21-2b156fdee056,0.945945945945946,1,,,,,,,,
0fc0e901-bbca-47ea-89f5-a9b6ef287b18,0.972972972972973,0,,,,,,,,
372cca73-180d-44a5-bbae-65e705681f9c,0.972972972972973,0,,,,,,,,
e4d4314a-7ed5-477e-a443-0052323dccf1,0.945945945945946,1,,,,,,,,
41cf561e-e17b-45af-bcbc-0ba98e03ce27,0.972972972972973,0,,,,,,,,
94d22cef-423b-4ec1-bce5-6f5351a3c00c,0.945945945945946,1,,,,,,,,
c3be4971-588e-40d7-bf55-46ae35f51f75,0.972972972972973,0,,,,,,,,
4c0d8bc9-4610-42ec-8619-d261831605d8,0.945945945945946,1,,,,,,,,
aba13fc2-5992-4945-a4f4-e9e0f394a8b3,0.972972972972973,0,,,,,,,,
517c33d2-5090-4bbb-a006-c2e1bb0ddc6d,0.945945945945946,1,,,,,,,,
b38ec292-1c99-4526-937d-52338e11652a,0.972972972972973,0,,,,,,,,
02150f10-e0cf-47cd-add6-06d15244a797,0.945945945945946,1,,,,,,,,
222d1bf2-583c-47b5-8b75-74e506853ec5,0.972972972972973,0,,,,,,,,
75fd6a2b-9d1b-4922-ad3a-a842ba369480,0.945945945945946,1,,,,,,,,
238a629e-6145-46dd-a7a9-3385ba5f8e2c,0.972972972972973,0,,,,,,,,
917bc365-5206-4656-bd59-6f2f2124f907,0.945945945945946,1,,,,,,,,
5e1ebc5c-9822-494d-a943-6d427332ae8f,0.972972972972973,0,,,,,,,,
0ec10f29-78a1-4e7e-9c64-e456ce71293b,0.945945945945946,1,,,,,,,,
24471b46-ab68-4fc6-bb95-376c47157150,0.972972972972973,0,,,,,,,,
635bd0fc-fa30-4314-ba9a-252e2c283ea4,0.945945945945946,1,,,,,,,,
16269c4c-0ccb-480f-8e74-44647b52acfd,0.972972972972973,0,,,,,,,,
cf798a77-f794-4a3e-a285-823c94b19121,0.945945945945946,1,,,,,,,,
a74c3200-8647-4bd6-915d-853444b4fb4d,0.972972972972973,0,,,,,,,,
d4fb50ef-4738-4a57-b9cd-6fbaa07f4cb9,0.972972972972973,0,,,,,,,,
d36ab157-420a-4acf-9cf5-27c63e9117c0,0.945945945945946,1,,,,,,,,
00389f72-28bb-4232-928a-a1054110eaf5,0.972972972972973,0,,,,,,,,
1ed3b604-1c1d-4847-bbfd-8e96803897e7,0.945945945945946,1,,,,,,,,
60e9bf12-27f2-4092-852f-06bcd7568de9,0.972972972972973,0,,,,,,,,
ad24089c-ff3e-413d-a370-1a3ec9bc7676,0.945945945945946,1,,,,,,,,
63f4ff79-8fb2-455d-8fec-758cd9ebd40f,0.972972972972973,0,,,,,,,,
c7d90800-2bf9-43b4-8c2c-c9b151d3fbc9,0.945945945945946,1,,,,,,,,
8c6213cb-a8d4-4800-8c61-fb27e59271f2,0.972972972972973,0,,,,,,,,
5c751809-ec54-429d-9828-8bb9be8c3005,0.945945945945946,1,,,,,,,,
4ba89a9c-1319-4f3f-9ff0-f816e9a07f0d,0.972972972972973,0,,,,,,,,
9c052e47-c060-42c1-8ee4-695f5ce046fd,0.945945945945946,1,,,,,,,,
b926b703-3f05-413f-ad69-43a83e09ea82,0.972972972972973,0,,,,,,,,
ee91ca4e-cf86-4f1b-b783-90e01f8dbd3e,0.945945945945946,1,,,,,,,,
1c4add75-d810-4a1f-8b5c-b7723981bfcd,0.972972972972973,0,,,,,,,,
94e68261-adf6-41ac-bd28-cbcaa3bd711c,0.945945945945946,1,,,,,,,,
b8d90127-02ee-425c-86b2-09de7fcdb692,0.972972972972973,0,,,,,,,,
475dad57-72ab-42e5-b7b9-74f44fc66cf3,0.945945945945946,1,,,,,,,,
eb8e5bd8-a2fa-42f5-8d1d-c0c6db7fa98b,0.972972972972973,0,,,,,,,,
b06361b0-be38-4692-99c9-82e8873684cf,0.945945945945946,1,,,,,,,,
f79916f0-8ffa-4143-89cd-a4d19f8b8299,0.972972972972973,0,,,,,,,,
0d99cb8d-3329-4924-a15a-61ab98d0f357,0.972972972972973,0,,,,,,,,
48262ef1-f39c-4999-87c5-e14145a20cfc,0.945945945945946,1,,,,,,,,
500e4fe1-cd8b-40af-ad11-b7ec8432dbbd,0.972972972972973,0,,,,,,,,
5814cc8f-4e32-4ccf-960d-5e4e25204de9,0.945945945945946,1,,,,,,,,
3ecb3d45-9ade-4b18-94e8-5ec3f956e36a,0.972972972972973,0,,,,,,,,
dc9498fb-cf3d-429d-b6ce-37d51bf6ac53,0.945945945945946,1,,,,,,,,
9c877fdf-8dc8-49e0-ac12-d78c1992a3c8,0.972972972972973,0,,,,,,,,
