,lsat,gender,race1,z,id,quality,quality_norm
447,40.0,female,hisp,hisp,452,0.7837837837837838,0.7777777777777778
448,40.0,male,hisp,hisp,18429,0.7837837837837838,0.7777777777777778
449,39.0,female,black,black,2610,0.7567567567567568,0.7777777777777778
450,39.0,female,black,black,1780,0.7567567567567568,0.7777777777777778
451,39.0,male,black,black,17962,0.7567567567567568,0.7777777777777778
452,39.0,female,black,black,21632,0.7567567567567568,0.7777777777777778
453,39.0,female,black,black,14979,0.7567567567567568,0.7777777777777778
454,39.0,female,black,black,10491,0.7567567567567568,0.7777777777777778
455,39.0,male,black,black,10501,0.7567567567567568,0.7777777777777778
456,39.0,male,black,black,15315,0.7567567567567568,0.7777777777777778
457,39.0,female,black,black,22206,0.7567567567567568,0.7777777777777778
458,39.0,male,black,black,15285,0.7567567567567568,0.7777777777777778
459,39.0,male,black,black,7344,0.7567567567567568,0.7777777777777778
460,39.0,female,black,black,3245,0.7567567567567568,0.7777777777777778
461,39.0,male,black,black,10392,0.7567567567567568,0.7777777777777778
462,39.0,male,black,black,8473,0.7567567567567568,0.7777777777777778
463,39.0,male,black,black,22139,0.7567567567567568,0.7777777777777778
464,39.0,male,black,black,22293,0.7567567567567568,0.7777777777777778
465,39.0,male,black,black,8443,0.7567567567567568,0.7777777777777778
466,39.0,female,black,black,3547,0.7567567567567568,0.7777777777777778
467,39.0,female,black,black,7216,0.7567567567567568,0.7777777777777778
468,39.0,female,black,black,506,0.7567567567567568,0.7777777777777778
469,39.0,male,black,black,16503,0.7567567567567568,0.7777777777777778
470,39.0,male,black,black,12603,0.7567567567567568,0.7777777777777778
471,39.0,female,black,black,6109,0.7567567567567568,0.7777777777777778
472,39.0,female,black,black,3224,0.7567567567567568,0.7777777777777778
473,39.0,male,black,black,5402,0.7567567567567568,0.7777777777777778
474,39.0,male,black,black,3596,0.7567567567567568,0.7777777777777778
475,39.0,male,black,black,11710,0.7567567567567568,0.7777777777777778
476,39.0,female,black,black,11333,0.7567567567567568,0.7777777777777778
477,39.0,male,black,black,21542,0.7567567567567568,0.7777777777777778
478,39.0,male,black,black,3345,0.7567567567567568,0.7777777777777778
479,38.5,male,black,black,1334,0.7432432432432432,0.7638888888888888
480,38.0,female,black,black,6791,0.7297297297297297,0.7499999999999999
481,38.0,female,black,black,10040,0.7297297297297297,0.7499999999999999
482,38.0,male,black,black,2736,0.7297297297297297,0.7499999999999999
483,38.0,female,black,black,9081,0.7297297297297297,0.7499999999999999
484,38.0,male,black,black,13269,0.7297297297297297,0.7499999999999999
485,38.0,female,black,black,21750,0.7297297297297297,0.7499999999999999
486,38.0,male,black,black,15331,0.7297297297297297,0.7499999999999999
487,38.0,female,black,black,4972,0.7297297297297297,0.7499999999999999
488,38.0,female,black,black,8673,0.7297297297297297,0.7499999999999999
489,38.0,female,black,black,19575,0.7297297297297297,0.7499999999999999
490,38.0,female,black,black,5304,0.7297297297297297,0.7499999999999999
491,38.0,female,black,black,14814,0.7297297297297297,0.7499999999999999
492,38.0,female,black,black,15564,0.7297297297297297,0.7499999999999999
493,38.0,male,black,black,15768,0.7297297297297297,0.7499999999999999
494,38.0,male,black,black,19286,0.7297297297297297,0.7499999999999999
495,38.0,female,black,black,21362,0.7297297297297297,0.7499999999999999
496,38.0,male,black,black,4039,0.7297297297297297,0.7499999999999999
497,38.0,female,black,black,18538,0.7297297297297297,0.7499999999999999
498,38.0,female,black,black,8143,0.7297297297297297,0.7499999999999999
499,38.0,female,black,black,19670,0.7297297297297297,0.7499999999999999
