,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,RawScore,z,id,quality
20866,Female,Hispanic,12/26/89,0.84,Female,20866,0.5745062836624775
33262,Female,African-American,01/12/83,1.45,Female,33262,0.6840215439856372
58000,Male,African-American,01/15/90,-0.5,Male,58000,0.333931777378815
24421,Male,Arabic,09/27/39,2.83,Male,24421,0.9317773788150806
29497,Male,Caucasian,03/31/75,1.89,Male,29497,0.763016157989228
24184,Male,Caucasian,03/03/70,2.01,Male,24184,0.7845601436265708
17293,Male,Other,03/08/55,2.58,Male,17293,0.8868940754039496
18325,Female,African-American,09/08/89,1.37,Female,18325,0.6696588868940754
21358,Male,Hispanic,05/20/53,2.02,Male,21358,0.7863554757630161
58735,Female,African-American,10/28/84,0.6,Female,58735,0.5314183123877917
30610,Male,Caucasian,08/02/88,1.2,Male,30610,0.6391382405745062
41254,Male,Hispanic,10/10/95,-0.23,Male,41254,0.3824057450628366
37819,Female,Hispanic,06/12/76,1.55,Female,37819,0.7019748653500898
25651,Female,African-American,02/20/71,0.15,Female,25651,0.45062836624775576
10057,Male,African-American,05/25/68,1.42,Male,10057,0.6786355475763015
22564,Male,Caucasian,08/31/89,0.71,Male,22564,0.5511669658886893
31384,Male,Caucasian,01/24/79,1.4,Male,31384,0.6750448833034111
46978,Male,African-American,08/15/95,-0.5,Male,46978,0.333931777378815
6511,Male,African-American,10/15/65,1.73,Male,6511,0.7342908438061041
28660,Male,African-American,09/28/90,-0.32,Male,28660,0.36624775583482944
58597,Female,Caucasian,03/19/63,0.13,Female,58597,0.4470377019748653
57634,Male,African-American,05/13/96,0.65,Male,57634,0.5403949730700179
26263,Male,Other,08/15/71,2.01,Male,26263,0.7845601436265708
34141,Male,Hispanic,11/14/58,1.12,Male,34141,0.6247755834829443
30904,Male,Caucasian,09/01/89,0.01,Male,30904,0.42549371633752237
44722,Female,African-American,12/29/69,0.64,Female,44722,0.5385996409335727
22723,Male,African-American,11/07/65,-0.28,Male,22723,0.3734290843806104
58894,Male,Caucasian,02/08/73,2.06,Male,58894,0.793536804308797
56569,Male,African-American,12/13/72,0.02,Male,56569,0.42728904847396765
46060,Male,Caucasian,09/30/69,0.42,Male,46060,0.49910233393177733
22840,Male,African-American,06/26/67,1.55,Male,22840,0.7019748653500898
4321,Male,Caucasian,12/08/52,2.55,Male,4321,0.881508078994614
29509,Male,Hispanic,11/05/73,0.4,Male,29509,0.4955116696588868
29017,Female,African-American,01/16/74,1.33,Female,29017,0.6624775583482944
19702,Male,Caucasian,09/26/65,2.32,Male,19702,0.8402154398563734
34459,Female,Caucasian,09/19/67,2.18,Female,34459,0.81508078994614
15721,Male,Hispanic,02/20/79,0.98,Male,15721,0.5996409335727109
54364,Male,Hispanic,07/07/91,0.27,Male,54364,0.4721723518850987
32035,Male,African-American,10/31/95,-0.16,Male,32035,0.39497307001795323
45403,Male,African-American,11/05/83,0.1,Male,45403,0.4416517055655296
35980,Male,African-American,01/23/63,0.77,Male,35980,0.5619389587073608
54496,Male,African-American,07/07/93,0.67,Male,54496,0.5439856373429084
31714,Male,Caucasian,01/30/68,0.05,Male,31714,0.43267504488330333
49240,Female,Hispanic,03/04/90,0.33,Female,49240,0.4829443447037702
38713,Male,African-American,01/03/68,-0.72,Male,38713,0.2944344703770197
11938,Male,Hispanic,02/23/93,-0.06,Male,11938,0.41292639138240567
17338,Female,Hispanic,07/15/82,1.57,Female,17338,0.7055655296229801
3436,Male,Caucasian,03/29/56,1.51,Male,3436,0.6947935368043088
23356,Male,Caucasian,04/08/69,2.27,Male,23356,0.8312387791741471
46378,Male,African-American,09/17/75,1.31,Male,46378,0.6588868940754039
31858,Male,African-American,10/29/81,-0.72,Male,31858,0.2944344703770197
11719,Male,Caucasian,07/19/84,0.73,Male,11719,0.5547576301615799
25102,Male,African-American,10/05/84,-0.19,Male,25102,0.38958707360861755
25234,Male,African-American,02/07/96,0.55,Male,25234,0.5224416517055656
7297,Female,Caucasian,10/20/90,0.91,Female,7297,0.5870736086175943
24691,Male,African-American,12/13/89,0.14,Male,24691,0.4488330341113106
43174,Male,Hispanic,08/01/66,1.8,Male,43174,0.7468581687612208
29689,Male,Caucasian,10/03/79,0.42,Male,29689,0.49910233393177733
28810,Male,Caucasian,01/08/93,1.06,Male,28810,0.6140035906642728
5662,Male,African-American,11/13/90,0.64,Male,5662,0.5385996409335727
36244,Male,African-American,06/25/93,0.63,Male,36244,0.5368043087971274
50851,Male,Hispanic,07/28/90,1.02,Male,50851,0.6068222621184919
28900,Male,African-American,10/11/92,-0.24,Male,28900,0.38061041292639136
30010,Female,Caucasian,01/13/63,2.37,Female,30010,0.8491921005385997
4111,Male,Caucasian,04/01/91,0.54,Male,4111,0.5206463195691202
17056,Male,Hispanic,11/18/91,0.76,Male,17056,0.5601436265709157
15346,Male,Caucasian,04/02/67,0.27,Male,15346,0.4721723518850987
2200,Female,Native American,08/17/92,0.93,Female,2200,0.5906642728904847
4816,Male,African-American,05/24/78,0.29,Male,4816,0.47576301615798916
9523,Male,African-American,08/22/93,-0.85,Male,9523,0.2710951526032315
24823,Female,Caucasian,05/13/56,2.61,Female,24823,0.8922800718132854
24028,Male,African-American,10/02/91,1.1,Male,24028,0.6211849192100538
16885,Male,African-American,04/14/90,0.02,Male,16885,0.42728904847396765
34849,Male,African-American,08/03/84,-0.86,Male,34849,0.26929982046678635
11341,Male,Caucasian,02/02/77,1.42,Male,11341,0.6786355475763015
35248,Male,African-American,08/19/58,1.47,Male,35248,0.6876122082585278
20017,Male,Hispanic,03/09/66,1.44,Male,20017,0.6822262118491921
18256,Male,African-American,01/27/94,0.12,Male,18256,0.4452423698384201
31825,Male,African-American,08/11/94,0.65,Male,31825,0.5403949730700179
26227,Male,African-American,10/07/73,1.81,Male,26227,0.748653500897666
51553,Male,African-American,06/27/90,-0.66,Male,51553,0.3052064631956911
14248,Male,Caucasian,11/10/88,0.95,Male,14248,0.5942549371633751
26050,Male,Caucasian,08/05/81,1.83,Male,26050,0.7522441651705565
19339,Male,African-American,10/06/87,0.89,Male,19339,0.5834829443447037
53158,Male,African-American,06/24/65,0.39,Male,53158,0.49371633752244165
34117,Male,Caucasian,10/18/60,1.55,Male,34117,0.7019748653500898
33289,Male,Hispanic,03/02/79,1.37,Male,33289,0.6696588868940754
30994,Male,Caucasian,08/23/85,0.72,Male,30994,0.5529622980251346
58465,Male,African-American,11/13/85,1.54,Male,58465,0.7001795332136445
7141,Male,African-American,12/15/95,-0.19,Male,7141,0.38958707360861755
33508,Male,Hispanic,08/22/86,-0.16,Male,33508,0.39497307001795323
15415,Female,African-American,04/03/92,0.84,Female,15415,0.5745062836624775
5527,Male,Hispanic,07/22/88,0.33,Male,5527,0.4829443447037702
11320,Male,Caucasian,07/12/63,1.05,Male,11320,0.6122082585278277
47383,Male,African-American,09/06/91,1.22,Male,47383,0.6427289048473968
19543,Male,Caucasian,01/23/57,1.1,Male,19543,0.6211849192100538
8356,Male,Caucasian,08/18/71,0.93,Male,8356,0.5906642728904847
35173,Male,Hispanic,06/08/95,-0.82,Male,35173,0.2764811490125673
45298,Male,Hispanic,03/04/59,1.99,Male,45298,0.7809694793536803
55831,Female,Caucasian,01/14/61,1.98,Female,55831,0.7791741472172351
20683,Male,African-American,12/12/82,1.5,Male,20683,0.6929982046678635
33166,Male,African-American,06/05/91,0.5,Male,33166,0.5134649910233393
61,Male,African-American,11/02/73,0.02,Male,61,0.42728904847396765
30931,Male,African-American,08/18/81,1.44,Male,30931,0.6822262118491921
43681,Male,Caucasian,05/30/79,0.1,Male,43681,0.4416517055655296
45265,Male,Hispanic,09/04/80,1.26,Male,45265,0.6499102333931778
4621,Male,Other,05/23/77,1.92,Male,4621,0.7684021543985636
29824,Male,Caucasian,05/03/79,1.46,Male,29824,0.6858168761220825
17905,Female,Hispanic,11/16/51,2.38,Female,17905,0.8509874326750448
57361,Female,African-American,03/17/83,0.83,Female,57361,0.5727109515260322
6340,Male,African-American,01/22/87,0.6,Male,6340,0.5314183123877917
19312,Male,African-American,10/02/83,0.96,Male,19312,0.5960502692998204
14290,Male,African-American,04/01/78,-0.55,Male,14290,0.32495511669658883
2668,Female,African-American,01/20/77,0.49,Female,2668,0.511669658886894
3874,Male,African-American,07/04/89,0.51,Male,3874,0.5152603231597845
